name,team,league,apps,minutes,player_id,fotmob_rating,fotmob_mins_played,fotmob_accurate_passes,fotmob_key_passes,fotmob_xa,fotmob_xa_p90,fotmob_xg_xa_p90,fotmob_dribbles_won,defensive_contributions,fotmob_tackles,fotmob_clearances,ball_recovery,fotmob_penalties_conceded,fotmob_clean_sheets,fotmob_save_pct,fotmob_saves,fotmob_goals_prevented,fotmob_goals_conceded,fotmob_fouls,fotmob_yellow_cards,fotmob_interceptions,fotmob_big_chances_created,fotmob_goals,fotmob_goals_assists,fotmob_goals_p90,fotmob_xg,fotmob_xg_p90,fotmob_xgot,fotmob_shots_on_target,fotmob_shots,fotmob_accurate_long_balls,fotmob_big_chances_missed,fotmob_blocks,fotmob_poss_won_att_3rd,fotmob_assists,fotmob_penalties_won,fotmob_red_cards,fotmob_phys_top_speed,fotmob_phys_distance,fotmob_phys_sprints,fotmob_phys_distance_p90,fotmob_phys_sprints_p90,season,row_id,norm_name,source
"Bart Verbruggen",10204,"Premier League",,,1131987,6.93,3420,31,1,0.1,0,0,0,0.9,0,0.8,8.7,1,10,69.7,2.8,2,1.2,0.1,3,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23441,,
"Bernd Leno",9879,"Premier League",,,215168,6.84,3420,28.4,,0,0,0,,1.3,0.1,1.2,8.4,,9,65.8,2.6,-6,1.3,,3,0,,,,,,,,,,,,,,,,,,,,,,2025/2026,23442,,
"Djordje Petrovic",8678,"Premier League",,,1067256,6.94,3420,15.3,,0,0,0,,1.6,,1.6,7.5,,11,66.9,2.9,-3,1.4,,3,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23443,,
"Jordan Pickford",8668,"Premier League",,,303919,6.94,3420,23.3,2,0.2,0.01,0.01,,1.4,0.1,1.4,8.2,1,11,66.7,2.6,2.8,1.3,0,4,,1,,,,,,,,,,,,,,,,,,,,,2025/2026,23444,,
"Virgil van Dijk",8650,"Premier League",,,209405,7.26,3420,65.4,12,1.3,0.04,0.13,0.1,9.2,0.6,7.2,2.3,1,,,,,,0.5,4,0.7,,6,6,0.16,3.8,0.1,4.9,0.4,0.8,3.6,8,0.7,0.1,,,,,,,,,2025/2026,23445,,
"James Garner",8668,"Premier League",,,950474,7.4,3414,41.2,56,6,0.16,0.21,0.5,12.1,3.2,2.2,4.9,,,,,,,1,12,1.6,12,2,9,0.05,2,0.05,1.3,0.4,1.2,1.6,,0.3,0.4,7,,,,,,,,2025/2026,23446,,
"Jarrod Bowen",8654,"Premier League",,,523825,7.19,3405,15.5,45,5.2,0.14,0.33,1.4,7.5,1.3,1,4.2,,,,,,,0.5,5,0.7,16,9,20,0.24,7.3,0.19,7.1,0.7,2.1,0.4,5,0.2,0.7,11,,,,,,,,2025/2026,23447,,
"Adrien Truffert",8678,"Premier League",,,1177358,7.18,3380,34.7,32,3,0.08,0.12,0.9,8.1,2.7,3.8,5,,,,,,,1,5,1.3,4,1,6,0.03,1.4,0.04,1.6,0.2,0.4,1,1,0.3,0.2,5,,,,,,,,2025/2026,23448,,
"Nikola Milenkovic",10203,"Premier League",,,766611,6.68,3375,35.5,3,0.7,0.02,0.04,0.1,8.4,0.8,5.8,2.9,,,,,,,0.6,6,0.8,1,,,,0.8,0.02,0.1,0,0.4,2.2,2,1,,,,,,,,,,2025/2026,23449,,
"Elliot Anderson",10203,"Premier League",,,1089691,7.51,3334,55,54,4.8,0.13,0.21,1.3,13.9,2.8,1.3,8.3,1,,,,,,1.5,8,1.1,9,4,8,0.11,2.9,0.08,2.4,0.3,1.2,3.2,1,0.4,0.7,4,,,,,,,,2025/2026,23450,,
"Caoimh\\u00edn Kelleher",9937,"Premier League",,,776689,6.93,3330,22.8,2,0.3,0.01,0.01,0.1,1.3,0,1.3,8.1,3,10,69.2,3,-0.1,1.3,0.1,1,0,,,,,,,,,,,,,,,,,,,,,,2025/2026,23451,,
"David Raya",9825,"Premier League",,,562727,7.21,3330,19.1,3,0.1,0,0,0,1.1,0,1,8.2,,19,69.8,1.6,-1.1,0.7,,1,0,,,,,,,,,,,,,,,,,,,,,,2025/2026,23452,,
"Dean Henderson",9826,"Premier League",,,719330,7.01,3330,16.2,1,0.1,0,0,0,1.5,0,1.5,8.1,2,11,67.5,2.9,1.6,1.4,0.1,5,0.1,,,,,,,,,,,,,,,,,,,,,,2025/2026,23453,,
"James Tarkowski",8668,"Premier League",,,243138,7.13,3330,34,18,2.1,0.06,0.13,0.1,10.2,1.4,6.5,2.4,1,,,,,,0.9,8,0.9,2,2,5,0.05,2.7,0.07,3.2,0.3,0.6,2.7,4,1.4,0.1,3,,,,,,,,2025/2026,23454,,
"Marcos Senesi",8678,"Premier League",,,785411,7.19,3290,49.3,24,4.7,0.13,0.17,0.2,11.4,1.7,6.9,4.2,,,,,,,0.9,8,1.5,7,,5,,1.5,0.04,0.5,0.1,0.5,5,2,1.3,0.1,5,1,,,,,,,2025/2026,23455,,
"Morgan Rogers",10252,"Premier League",,,883080,7,3285,21.8,47,4.3,0.12,0.3,1.2,6.3,1.2,0.9,3.8,1,,,,,,1.3,7,0.4,13,10,16,0.27,6.8,0.19,8.1,0.9,2.3,1,4,0.1,0.7,6,,,,,,,,2025/2026,23456,,
"Igor Thiago",9937,"Premier League",,,1302005,7.14,3284,11.9,24,1.9,0.05,0.62,0.8,5.9,1,1.8,2.5,,,,,,,2,7,0.3,6,22,23,0.6,20.6,0.56,20.1,1.2,2.3,0.4,20,0.2,0.4,1,,,,,,,,2025/2026,23457,,
"Michael Kayode",9937,"Premier League",,,1429912,7.01,3264,26.7,34,2.8,0.08,0.11,1.5,6,1.8,2.7,4.5,2,,,,,,0.7,8,1,4,1,2,0.03,1.2,0.03,1.4,0.1,0.2,1,1,0.4,0.1,1,,,,,,,,2025/2026,23458,,
"Tyrick Mitchell",9826,"Premier League",,,1120224,7.06,3253,22.4,29,2.5,0.07,0.11,0.4,6.8,2.8,2.8,5.2,,,,,,,0.6,6,0.9,4,1,3,0.03,1.6,0.04,1.9,0.2,0.5,1.1,3,0.3,0.2,2,,,,,,,,2025/2026,23459,,
"Dominik Szoboszlai",8650,"Premier League",,,846005,7.5,3233,53.4,78,6.8,0.19,0.32,0.7,9.4,1.6,1.6,5.2,,,,,,,1.1,8,0.8,14,6,13,0.17,4.8,0.13,4.2,0.6,2,3.6,4,0.2,0.6,7,,1,,,,,,2025/2026,23460,,
"Luke Shaw",10260,"Premier League",,,362694,6.95,3231,41.4,16,2,0.06,0.07,0.3,6.2,2.1,2.6,3,,,,,,,1.4,9,1.3,1,1,2,0.03,0.7,0.02,0.8,0.1,0.3,1.6,,0.3,0.1,1,,,,,,,,2025/2026,23461,,
"Jan Paul van Hecke",10204,"Premier League",,,974618,7.1,3211,61.6,13,1.6,0.05,0.14,0.1,8.9,1.5,5.3,3.2,1,,,,,,0.8,9,1.3,2,3,6,0.08,3.3,0.09,3.8,0.3,0.6,3.7,3,0.8,0.1,3,,,,,,,,2025/2026,23462,,
"Neco Williams",10203,"Premier League",,,1078788,7.08,3206,30.4,36,4,0.11,0.17,0.9,7,2.7,2.5,4.6,1,,,,,,0.8,6,1.3,5,2,5,0.06,2,0.06,3,0.5,1.3,1.3,2,0.5,0.3,3,,1,,,,,,2025/2026,23463,,
"Antoine Semenyo",8456,"Premier League",,,933576,7.34,3200,21.1,39,3.1,0.09,0.4,1.7,6.7,1.3,0.8,4,1,,,,,,1.6,7,0.4,8,17,21,0.48,11.1,0.31,13,1.2,2.3,0.7,7,0.2,0.7,4,,,,,,,,2025/2026,23464,,
"Marc Gu\\u00e9hi",8456,"Premier League",,,844425,7.37,3150,59.1,18,2.3,0.07,0.18,0.2,8.1,1.3,4.7,3.9,,,,,,,0.7,6,1.4,5,3,6,0.09,4.1,0.12,4,0.3,0.9,2.2,6,0.7,0.1,3,1,,,,,,,2025/2026,23465,,
"Martin D\\u00fabravka",8191,"Premier League",,,72241,6.73,3150,20,,0.1,0,0,,1.7,0,1.7,8.3,,4,64.1,3.6,-3.3,2,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23466,,
"Robin Roefs",8472,"Premier League",,,1125720,6.95,3150,24,5,0.2,0,0,0,1.1,,1.1,9.5,,10,70.3,3.1,-1.8,1.3,,4,,1,,,,,,,,,,,,,,,,,,,,,2025/2026,23467,,
"Ferdi Kadioglu",10204,"Premier League",,,774448,6.93,3134,33.6,21,3.3,0.1,0.15,0.3,4.9,1.6,2.3,3.7,,,,,,,0.6,6,0.7,2,1,1,0.03,2,0.06,3.1,0.4,0.8,1.3,3,0.2,0.3,,,,,,,,,2025/2026,23468,,
"Jake O'Brien",8668,"Premier League",,,1098607,6.72,3124,23,17,1,0.03,0.08,0.2,6.7,1.6,4.1,3.3,1,,,,,,0.7,6,0.4,,1,2,0.03,1.7,0.05,2.3,0.2,0.4,1.2,1,0.5,0.2,1,,1,,,,,,2025/2026,23469,,
"Ethan Ampadu",8463,"Premier League",,,780432,7.21,3123,42.7,19,2.3,0.06,0.14,0.3,11.9,2.3,2.4,5.2,1,,,,,,1.4,10,1.4,1,1,2,0.03,2.5,0.07,2.1,0.2,0.7,2.4,3,0.5,0.5,1,1,,,,,,,2025/2026,23470,,
"Enzo Fern\\u00e1ndez",8455,"Premier League",,,1137705,7.3,3121,50.6,68,7.3,0.21,0.53,0.4,7,1.5,0.8,4,,,,,,,1,10,0.6,11,10,14,0.29,11.3,0.33,12.4,0.9,2.1,2.7,9,0.1,0.4,4,,,,,,,,2025/2026,23471,,
"Morgan Gibbs-White",10203,"Premier League",,,789502,7.15,3110,28.4,49,2.9,0.08,0.4,0.9,5.2,0.6,0.9,3.2,,,,,,,0.8,1,0.4,5,15,19,0.43,10.8,0.31,12.9,0.9,2.4,1.2,10,0.1,0.6,4,1,,,,,,,2025/2026,23472,,
"Emiliano Mart\\u00ednez",10252,"Premier League",,,268375,7.07,2835,28.3,2,0.1,0,0,,0.9,,0.9,8.6,,7,70.9,3,3.5,1.2,,2,,2,,1,,,,,,,,,,,1,,,,,,,,2025/2026,23505,,
"Ibrahima Konat\\u00e9",8650,"Premier League",,,820140,7.11,3100,56.4,8,1,0.03,0.06,0.1,8.6,1.5,5.5,3.4,1,,,,,,1,7,0.8,2,1,1,0.03,1.2,0.04,1.2,0.1,0.3,1.9,2,0.7,0,,,,,,,,,2025/2026,23473,,
"Declan Rice",9825,"Premier League",,,654096,7.56,3099,54.2,63,7,0.2,0.29,0.4,10.9,2,2.3,5.2,,,,,,,0.8,3,1.1,17,4,9,0.12,3.2,0.09,4.5,0.4,1.2,2.6,3,0.3,0.3,5,,,,,,,,2025/2026,23474,,
"Kyle Walker",8191,"Premier League",,,159833,6.67,3097,32.4,13,1.3,0.04,0.04,0.4,6.2,1.6,3,4.5,,,,,,,0.9,9,1.3,3,,2,,0.2,0,,,0.1,2.7,,0.3,0.1,2,,,,,,,,2025/2026,23475,,
"Maxence Lacroix",9826,"Premier League",,,950485,7.04,3087,42.6,7,0.9,0.03,0.1,0.2,10.9,1.7,7.3,2.7,2,,,,,,1,4,1.3,3,1,3,0.03,2.4,0.07,1.5,0.2,0.7,2.4,2,0.5,0,2,,1,,,,,,2025/2026,23476,,
"Bruno Fernandes",10260,"Premier League",,,422685,8.03,3066,48.1,136,12.3,0.36,0.68,0.4,8.5,1.6,1.2,4.9,1,,,,,,0.7,5,0.6,33,9,30,0.26,10.8,0.32,9.2,0.7,2.5,4.1,8,0.1,0.5,21,,,,,,,,2025/2026,23477,,
"Gianluigi Donnarumma",8456,"Premier League",,,618878,7.24,3060,20.8,1,0.1,0,0,0.1,1.3,,1.3,6.9,,15,72.9,2.3,5.8,0.9,,8,0,,,,,,,,,,,,,,,,,,,,,,2025/2026,23478,,
"Micky van de Ven",8586,"Premier League",,,1097466,6.69,3043,47.4,6,0.4,0.01,0.09,0.3,6.3,1.2,3.9,3.6,1,,,,,,0.8,9,0.7,1,4,5,0.12,2.5,0.07,4.1,0.2,0.5,2,1,0.7,,1,,1,,,,,,2025/2026,23479,,
"Robert S\\u00e1nchez",8455,"Premier League",,,789571,7.07,3041,25.8,5,0.1,0,0,,0.9,0.1,0.8,9,,9,67.6,2.9,1.7,1.4,0.1,3,0,2,,1,,,,,,,,,,,1,,1,,,,,,2025/2026,23480,,
"Trai Hume",8472,"Premier League",,,1067763,6.83,3037,23.4,29,2,0.06,0.12,0.1,6,2,2.9,3,1,,,,,,0.9,9,0.7,1,2,3,0.06,2.2,0.06,2.2,0.2,1,1.2,4,0.4,0.4,1,,,,,,,,2025/2026,23481,,
"Ezri Konsa",10252,"Premier League",,,710159,6.75,3036,59.4,5,0.6,0.02,0.05,0.2,5.8,0.7,3.6,3.2,,,,,,,0.3,,0.7,1,,,,1.3,0.04,0.9,0.1,0.3,1.8,1,0.9,0.1,,,1,,,,,,2025/2026,23482,,
"Mateus Fernandes",8654,"Premier League",,,1356312,7.24,3024,40.7,37,3,0.09,0.15,0.8,11,3.1,1.1,5.4,,,,,,,1.5,7,1,3,3,7,0.09,2,0.06,1.7,0.2,0.8,3.3,1,0.4,0.5,4,,,,,,,,2025/2026,23483,,
"Matty Cash",10252,"Premier League",,,729731,6.93,3020,35.5,30,2.9,0.09,0.12,0.3,5.5,2,2.5,2.6,,,,,,,1.2,9,0.7,4,3,6,0.09,1.2,0.04,1.6,0.3,0.9,1.7,,0.4,0.1,3,,,,,,,,2025/2026,23484,,
"Mart\\u00edn Zubimendi",9825,"Premier League",,,1031325,7.2,3001,50.5,19,2.3,0.07,0.15,0.2,9.2,2,2.3,3.5,,,,,,,1,4,1.2,1,5,6,0.15,2.9,0.09,3.6,0.3,0.8,1.6,2,0.1,0.2,1,,,,,,,,2025/2026,23485,,
"Ryan Gravenberch",8650,"Premier League",,,956683,7.25,2996,49.7,29,2.3,0.07,0.12,1,9,1.8,1.6,3.8,,,,,,,1.1,5,1.4,4,5,8,0.15,1.9,0.06,3.1,0.4,1.1,0.7,,0.4,0.3,3,,,,,,,,2025/2026,23486,,
"Nathan Collins",9937,"Premier League",,,961306,6.88,2972,44.1,11,1.6,0.05,0.12,0.2,9.6,0.9,6.3,4.2,1,,,,,,0.6,7,1.1,5,1,3,0.03,2.3,0.07,1.7,0.2,0.6,2.7,4,1.2,0,2,1,,,,,,,2025/2026,23487,,
"Malick Thiaw",10261,"Premier League",,,1137407,7.03,2964,46.1,6,1,0.03,0.17,0.2,8.9,1.3,5.6,3.6,1,,,,,,0.7,4,0.9,1,4,4,0.12,4.7,0.14,5.3,0.4,0.9,2.6,6,1,,,,,,,,,,2025/2026,23488,,
"Vitaliy Mykolenko",8668,"Premier League",,,874025,6.76,2960,28.8,22,2.5,0.07,0.08,0.3,7.1,1.6,4.4,3.3,,,,,,,0.9,6,0.9,1,,1,,0.3,0.01,0.2,0.1,0.3,1.6,,0.3,0.3,1,,,,,,,,2025/2026,23489,,
"Erling Haaland",8456,"Premier League",,,737066,7.68,2958,7.7,25,2.9,0.09,0.86,0.5,3.2,0.5,1.3,1.2,,,,,,,0.7,2,0.2,9,27,35,0.82,25.4,0.77,23.1,1.8,3.8,0.1,30,0,0.4,8,,,,,,,,2025/2026,23490,,
"Joe Rodon",8463,"Premier League",,,717174,6.7,2953,38.6,9,0.6,0.02,0.06,0,8.3,1.1,5.6,2.6,,,,,,,0.5,3,0.9,1,2,2,0.06,1.4,0.04,2.5,0.2,0.5,1.2,1,0.7,0,,,,,,,,,2025/2026,23491,,
"Maxime Est\\u00e8ve",8191,"Premier League",,,1250443,6.44,2937,35.9,7,0.7,0.02,0.04,0.1,10.3,1.3,6.8,3.5,,,,,,,0.4,1,1.1,1,,,,0.7,0.02,0.1,0,0.3,1.6,,1,0.1,,,,,,,,,2025/2026,23492,,
"Pascal Struijk",8463,"Premier League",,,796974,6.91,2937,49.9,12,0.8,0.02,0.12,0.1,9.1,1.2,6.3,3.6,,,,,,,0.8,5,0.9,2,,1,,3,0.09,1.6,0.2,0.9,2.2,4,0.6,0,1,,,,,,,,2025/2026,23493,,
"Enzo Le F\\u00e9e",8472,"Premier League",,,1049999,7.14,2934,27.8,53,5.9,0.18,0.34,0.4,9.8,2.7,1.1,4.7,,,,,,,1,5,0.9,13,5,11,0.15,5.2,0.16,4.9,0.4,1.1,1,1,0.4,0.7,6,,,,,,,,2025/2026,23494,,
"Sander Berge",9879,"Premier League",,,540963,6.71,2911,48,21,1.5,0.05,0.09,0.3,8.7,1.8,1.5,4.1,1,,,,,,1.1,5,0.8,3,,1,,1.5,0.05,0.2,0.1,0.5,1.7,3,0.5,0.2,1,,,,,,,,2025/2026,23495,,
"Granit Xhaka",8472,"Premier League",,,207236,7.24,2903,46.9,34,3.7,0.11,0.15,0.3,11.3,1.6,2.6,5.5,,,,,,,0.7,8,0.9,9,1,7,0.03,1,0.03,0.8,0.2,0.7,4.3,,0.6,0.3,6,,,,,,,,2025/2026,23496,,
"Noah Sadiki",8472,"Premier League",,,1359649,6.81,2894,29.4,19,1.4,0.04,0.09,0.8,7.7,1.4,1.4,3.5,,,,,,,1,9,1.1,,,1,,1.5,0.05,0.7,0.2,0.6,1.2,1,0.3,0.5,1,,,,,,,,2025/2026,23497,,
"Bernardo Silva",8456,"Premier League",,,488139,7.16,2886,62,47,4.1,0.13,0.21,0.7,8.2,1.7,1.1,4.6,,,,,,,1.2,10,0.7,7,2,6,0.06,2.6,0.08,1.9,0.2,0.9,2.2,1,0.2,0.6,4,,,,,,,,2025/2026,23498,,
"Senne Lammens",10260,"Premier League",,,1178602,7.11,2880,17.4,,0,0,0,,0.8,0,0.8,7,,8,66.9,2.5,4.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23499,,
"Joachim Andersen",9879,"Premier League",,,503659,6.94,2877,61.3,7,1.8,0.06,0.1,0.2,10.3,1.4,7.2,3.6,,,,,,,1,7,1.1,3,,1,,1.5,0.05,0.8,0.1,0.5,5.2,2,0.6,0,1,,1,,,,,,2025/2026,23500,,
"Matheus Nunes",8456,"Premier League",,,955529,7.45,2865,60.4,28,2.2,0.07,0.08,0.9,6.1,1.8,3.1,5.3,1,,,,,,0.5,5,0.9,6,1,6,0.03,0.3,0.01,1,0.1,0.2,1.9,,0.3,0.3,5,1,,,,,,,2025/2026,23501,,
"Alex Scott",8678,"Premier League",,,1233655,7.17,2859,37.2,27,3,0.09,0.21,0.9,12.2,1.9,2.5,6.1,1,,,,,,1.4,5,1.1,4,3,4,0.09,3.8,0.12,2.7,0.4,1.4,1.7,2,0.5,0.4,1,,,,,,,,2025/2026,23502,,
"Ollie Watkins",10252,"Premier League",,,540088,6.97,2852,10.9,23,1.3,0.04,0.52,0.8,3,0.7,0.5,1.5,,,,,,,1.1,4,0.2,4,16,19,0.5,15.1,0.48,15.8,1.2,2.6,0.1,19,0.1,0.5,3,,,,,,,,2025/2026,23503,,
"Lewis Dunk",10204,"Premier League",,,201690,6.97,2837,73,7,0.6,0.02,0.07,0.1,7.4,1.1,4.5,4.3,1,,,,,,0.5,10,1,1,1,1,0.03,1.7,0.05,0.7,0.1,0.8,2.6,,0.9,0.1,,1,,,,,,,2025/2026,23504,,
"Jo\\u00e3o Gomes",8602,"Premier League",,,1174672,6.94,2833,39.6,16,2.1,0.07,0.11,1.4,12.3,3.4,1.4,6.2,,,,,,,2.2,10,1.1,2,1,2,0.03,1.3,0.04,2.4,0.2,0.6,1.2,,0.2,0.4,1,,,,,,,,2025/2026,23506,,
"Chris Richards",9826,"Premier League",,,950829,6.87,2826,39.6,9,1.4,0.04,0.12,0.1,10,1.8,6.2,2.1,,,,,,,0.6,4,1.4,1,1,1,0.03,2.4,0.08,1.6,0.1,0.5,2.1,1,0.6,,,,,,,,,,2025/2026,23507,,
"Jayden Bogle",8463,"Premier League",,,789646,6.7,2802,21.6,21,3.2,0.1,0.17,0.6,5.7,2.1,2.3,4.3,,,,,,,1.3,6,1.1,7,1,3,0.03,2.1,0.07,1,0.1,0.6,1.1,3,0.2,0.5,2,1,,,,,,,2025/2026,23508,,
"Mois\\u00e9s Caicedo",8455,"Premier League",,,1137668,7.1,2802,60.5,18,2.4,0.08,0.12,0.5,11.8,2.8,0.9,5.7,1,,,,,,1.7,11,1.9,4,3,4,0.1,1.4,0.05,1.5,0.2,0.9,2.1,1,0.5,0.3,1,,1,,,,,,2025/2026,23509,,
"Omar Alderete",8472,"Premier League",,,751998,6.92,2802,34,9,0.9,0.03,0.08,0.5,10.1,1,7,3.3,,,,,,,1.1,6,1.2,1,1,2,0.03,1.6,0.05,1.5,0.3,0.8,2.5,2,0.9,0.1,1,,,,,,,,2025/2026,23510,,
"Pedro Porro",8586,"Premier League",,,941573,7.14,2798,35.4,53,4.5,0.14,0.18,0.6,7,2.4,3.3,4.3,,,,,,,1,10,1,8,1,3,0.03,1,0.03,1.4,0.3,1,4.3,,0.3,0.3,2,,,,,,,,2025/2026,23511,,
"Guglielmo Vicario",8586,"Premier League",,,538501,6.68,2790,23.2,1,0.1,0,0,,1.2,0,1.2,8,,7,62.4,2.7,-5.2,1.6,,1,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23512,,
"Nordi Mukiele",8472,"Premier League",,,602304,7.13,2787,30.2,24,2.5,0.08,0.14,0.4,8.9,2.2,5,4.2,,,,,,,1.1,5,1.3,7,3,7,0.1,1.9,0.06,1.3,0.1,0.8,1.5,3,0.3,0.1,4,,,,,,,,2025/2026,23513,,
"Iliman Ndiaye",8668,"Premier League",,,965764,7.22,2786,25.5,30,4.4,0.14,0.36,2.4,9.2,2.3,0.6,5.8,,,,,,,1,2,0.5,7,6,9,0.19,6.7,0.22,9.1,0.7,1.4,0.2,3,0.1,0.8,3,,,,,,,,2025/2026,23514,,
"Trevoh Chalobah",8455,"Premier League",,,793907,7.01,2782,68.7,5,1.1,0.03,0.08,0.2,8.6,1.1,5.8,3.8,,,,,,,0.6,3,1.1,1,3,3,0.1,1.4,0.05,2.5,0.2,0.5,1.6,2,0.5,0.2,,,1,,,,,,2025/2026,23515,,
"Andr\\u00e9",8602,"Premier League",,,1174296,6.78,2766,39,18,1,0.03,0.05,0.6,12.6,2.7,1.6,6.9,,,,,,,1.5,12,1,1,1,1,0.03,0.5,0.02,0.1,0,0.5,1.9,,0.4,0.3,,,,,,,,,2025/2026,23516,,
"Sepp van den Berg",9937,"Premier League",,,919435,6.86,2761,41,7,1.5,0.05,0.15,0,8.8,0.7,6.4,3.6,,,,,,,0.5,2,0.9,5,,2,,3.1,0.1,2,0.2,0.7,1.7,4,0.7,0,2,,,,,,,,2025/2026,23517,,
Evanilson,8678,"Premier League",,,1098096,6.77,2759,11.6,31,1.5,0.05,0.39,0.5,4.4,0.4,0.9,2.6,,,,,,,0.8,2,0.3,3,6,7,0.2,10.6,0.35,6.9,0.7,2.3,0.1,10,0.2,0.6,1,2,,,,,,,2025/2026,23518,,
"Kevin Schade",9937,"Premier League",,,1083796,6.83,2757,11.7,28,2.1,0.07,0.47,0.7,6.1,1.3,1,3.1,,,,,,,1.6,6,0.6,7,8,11,0.26,12.2,0.4,9.8,0.8,1.9,0.2,15,0.1,0.3,3,2,1,,,,,,2025/2026,23519,,
Gabriel,9825,"Premier League",,,795179,7.32,2751,50,7,1.8,0.06,0.16,0,9.1,1.2,6,2.1,,,,,,,0.7,4,0.8,5,3,7,0.1,2.9,0.1,2.4,0.2,0.9,2.6,4,1.1,0.1,4,,,,,,,,2025/2026,23520,,
"Cody Gakpo",8650,"Premier League",,,806552,7.17,2747,19.3,54,4.7,0.15,0.43,1.1,5,0.9,0.7,2.9,,,,,,,1.4,3,0.4,10,7,12,0.23,8.5,0.28,5.6,0.7,2.9,0.5,8,0.1,0.7,5,1,,,,,,,2025/2026,23521,,
"Marcus Tavernier",8678,"Premier League",,,789630,7.24,2738,31,54,4.6,0.15,0.45,1.3,8.3,1.3,1.3,4.9,,,,,,,1,6,0.6,9,7,11,0.23,9.1,0.3,6.4,0.8,2.3,1,8,0.2,0.9,4,,,,,,,,2025/2026,23522,,
"Jaidon Anthony",8191,"Premier League",,,1171140,6.86,2735,23.6,37,2.9,0.09,0.26,1.2,7.6,1.4,0.9,4.6,1,,,,,,0.9,4,0.5,6,8,10,0.26,5.1,0.17,8.2,0.8,1.8,1,3,0.2,0.8,2,1,,,,,,,2025/2026,23523,,
"Dominic Calvert-Lewin",8463,"Premier League",,,612150,6.85,2726,8.9,20,1.1,0.04,0.56,0.3,3.5,0.3,1.2,1.5,,,,,,,1.5,3,0.1,2,14,15,0.46,15.8,0.52,15.4,1.1,2.4,0.2,20,0.3,0.6,1,2,,,,,,,2025/2026,23524,,
"Malick Diouf",8654,"Premier League",,,1451265,6.91,2711,25.6,29,2.5,0.08,0.1,0.8,6.8,1.5,3.9,4.2,2,,,,,,0.9,6,1.1,5,,5,,0.6,0.02,0.1,0.1,0.6,1.9,,0.4,0.1,5,,,,,,,,2025/2026,23525,,
"Marc Cucurella",8455,"Premier League",,,873289,6.97,2710,42.1,39,3.2,0.11,0.18,0,6,1.8,2.9,3.8,,,,,,,1.5,8,1.1,6,1,5,0.03,2.3,0.08,1.8,0.2,0.7,1.4,1,0.3,0.2,4,,1,,,,,,2025/2026,23526,,
"Harry Wilson",9879,"Premier League",,,494417,7.13,2691,21.1,39,4.8,0.16,0.35,0.6,5.9,1,1.6,2.7,,,,,,,0.4,7,0.5,8,10,17,0.33,5.8,0.19,8.9,0.8,2.6,1.2,1,0.1,0.3,7,,,,,,,,2025/2026,23527,,
"Jo\\u00e3o Pedro",8455,"Premier League",,,1021382,7.18,2674,17.6,29,2,0.07,0.57,1.3,4.6,0.9,0.9,2.4,,,,,,,1.3,5,0.2,6,15,20,0.5,15,0.5,15.2,0.9,2.5,0.4,12,0.2,0.5,5,3,,,,,,,2025/2026,23528,,
"Matz Sels",10203,"Premier League",,,181069,6.93,2667,15.1,1,0.1,0,0,,0.9,0,0.9,6.7,,7,70.9,3.2,0,1.3,,2,,,,,,,,,,,,,,,,,,,,,,,2025/2026,23529,,
"Yehor Yarmoliuk",9937,"Premier League",,,1157236,6.78,2665,38.4,14,1.4,0.05,0.09,0.5,11.5,2.4,1.4,6.3,,,,,,,1.2,7,0.9,1,1,3,0.03,1.2,0.04,0.8,0.1,0.5,2.3,,0.5,0.5,2,,,,,,,,2025/2026,23530,,
"Alexis Mac Allister",8650,"Premier League",,,831489,6.89,2662,42.1,35,1.7,0.06,0.19,0.4,7.8,1.8,1.2,3.8,,,,,,,1.2,7,0.7,4,2,6,0.07,3.9,0.13,2.7,0.4,1.8,1.6,2,0.3,0.4,4,,,,,,,,2025/2026,23531,,
"Nico O'Reilly",8456,"Premier League",,,1300526,7.17,2648,39.7,23,2.7,0.09,0.3,0.8,5.8,2.3,2.4,3.7,,,,,,,1.5,5,0.7,6,5,8,0.17,6,0.2,6.2,0.5,1.4,0.6,7,0.4,0.4,3,,,,,,,,2025/2026,23532,,
"Pedro Neto",8455,"Premier League",,,843040,7.04,2643,27.7,53,6.8,0.23,0.39,1.6,4.2,0.6,0.4,2.9,,,,,,,0.5,2,0.2,12,5,11,0.17,4.6,0.16,3.8,0.4,1.6,1,3,,0.4,6,,1,,,,,,2025/2026,23533,,
"Gabriel Gudmundsson",8463,"Premier League",,,744494,6.78,2637,24.9,21,2.7,0.09,0.13,1.3,6.2,2.2,2.8,3.8,,,,,,,1.1,4,0.9,4,,,,1.1,0.04,0.1,0.1,0.6,1,,0.2,0.3,,,1,,,,,,2025/2026,23534,,
"Kiernan Dewsbury-Hall",8668,"Premier League",,,886016,7.17,2635,28.9,37,5.4,0.18,0.33,0.9,7.9,1.8,1,4.6,1,,,,,,1.1,6,0.4,10,8,12,0.27,4.3,0.15,4.8,0.5,1.3,0.8,3,0.1,0.7,4,,,,,,,,2025/2026,23535,,
